Flight No.,"Version,Booster[b]",Launch site,Payload[c],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding,1,2,3,4,5,6,7,Version Booster,Booster landing,Date,Time,Launch Site,Payload,Launch outcome
121,,,,"7,000 kg",GTO,Sirius XM,,,,,,,,,,F9 B5,Success,6 June 2021,04:26,CCSFS,SXM-8,"Success
"
